0821_ctrl_tracking_C.csv
t,set_x,set_y,set_z,set_ry,uav_x,uav_y,uav_z,uav_ry,e_x,e_y,e_z,e_ry,
3373.11,1,1,1,-nan,1.01557,1.00408,1.00062,7.90342e-05,-0.0155654,-0.00408006,-0.000623345,-nan,
3373.13,1,1,1,-nan,1.01432,1.00264,1.00086,0.000148888,-0.0143209,-0.00264442,-0.000860691,-nan,
3373.15,1,1,1,-nan,1.01276,1.00118,1.0011,0.000205103,-0.012759,-0.00118101,-0.00110066,-nan,
3373.17,1,1,1,-nan,1.01276,1.00118,1.0011,0.000205103,-0.012759,-0.00118101,-0.00110066,-nan,
3373.19,1,1,1,-nan,1.01108,0.999674,1.00173,0.000181327,-0.0110837,0.00032568,-0.00172937,-nan,
3373.21,1,1,1,-nan,1.01108,0.999674,1.00173,0.000181327,-0.0110837,0.00032568,-0.00172937,-nan,
3373.23,1,1,1,-nan,1.00807,0.9972,1.0026,0.000228752,-0.00806653,0.00279975,-0.00260103,-nan,
3373.25,1,1,1,-nan,1.00505,0.994194,1.00491,9.2918e-05,-0.00504744,0.00580633,-0.00491118,-nan,
3373.27,1,1,1,-nan,1.00505,0.994194,1.00491,9.2918e-05,-0.00504744,0.00580633,-0.00491118,-nan,
3373.29,1,1,1,-nan,1.00255,0.991421,1.00749,0.000188652,-0.0025481,0.00857902,-0.0074904,-nan,
3373.31,1,1,1,-nan,1.00255,0.991421,1.00749,0.000188652,-0.0025481,0.00857902,-0.0074904,-nan,
3373.33,1,1,1,-nan,1.00013,0.988806,1.01006,0.000345239,-0.000128746,0.0111937,-0.0100569,-nan,
